title,date,apply,location,company,hire_time,graduate_time,company_industry,company_size,salary,qualifications
"Software Engineer, Internship",27-02-2025,https://jobright.ai/jobs/info/67c219ab71711b44b5eeac3b?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Denver, CO
New York, NY
Palo Alto, CA
Seattle, WA
Washington, D.C.",Palantir Technologies,,2026,"Analytics,Big Data",1001-5000,$10000-$10000 /mon,"1. Engineering background in fields such as Computer Science, Mathematics, Software Engineering, and Physics.
2. Familiarity with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
3. Experience coding in programming languages, such as Java, C++, Python, JavaScript, or similar languages.
..."
Intern- Engineering & Technology,27-02-2025,https://jobright.ai/jobs/info/67c0e5eab7214472b14b03a0?utm_source=1099&utm_campaign=Software Engineer,"48800 Milmont Drive, Fremont, CA, 94538, US",Coherent Corp.,,,"Aerospace,Industrial",10000+,$30.90-$46.10 /hr,"1. College Junior in ECE with C programming experience.
2. Basic knowledge with circuit and software.
3. Strong understanding of I2C communication protocols and debugging techniques.
..."
Software Test Development Intern,27-02-2025,https://jobright.ai/jobs/info/67c0e5eab7214472b14b03bc?utm_source=1099&utm_campaign=Software Engineer,"48800 Milmont Drive, Fremont, CA, 94538, US",Coherent Corp.,,,"Aerospace,Industrial",10000+,$30.90-$46.10 /hr,"1. Currently pursuing a Bachelor's or Master's degree in Electrical Engineering, Computer Science, Embedded Systems, or a related field.
2. Familiarity with instrument and hardware control such as digital I/O, timers, ADCs, UARTs etc.
3. Proficiency in Python scripting for test automation and instrument control.
..."
Exciting Software Internship Opportunity at Sakesh Solutions!,26-02-2025,https://jobright.ai/jobs/info/67c01a9068fd30140f1124a3?utm_source=1099&utm_campaign=Software Engineer,"San Francisco, CA",SAKESH SOLUTIONS LLC,,,,Nov-50,,"1. Currently pursuing a full-time degree as a Junior or Senior in Computer Science, Computer Information Systems, or related fields.
2. Proficient in the software development life cycle.
3. Articulate communicator, both written and verbal.
..."
Intern - Software Engineer (Spring 2026),26-02-2025,https://jobright.ai/jobs/info/67e77c7266896dd302265cf5?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Raleigh, NC
Neenah, WI",Plexus Corp.,2026-Spring,2026,"Automotive,Business Development",10000+,$23-$27 /hr,1. Student working toward a Bachelor’s degree in Computer Engineering or Software Engineering for entire duration of internship.
Automotive Software Engineering Intern,26-02-2025,https://jobright.ai/jobs/info/67bfd6f23d5ae03f6b21664a?utm_source=1099&utm_campaign=Software Engineer,"Lincolnshire, IL",Snap-on,,,"Automotive,Manufacturing",10000+,,"1. Has transportation to the northwest suburbs of Chicago (Lincolnshire, IL)
2. Has a passion for the automotive industry
3. Completed at least two years toward a degree in Computer Science or Software Development / Engineering
..."
Software Engineer Internship,26-02-2025,https://jobright.ai/jobs/info/67bfb5b2296522b0690b6308?utm_source=1099&utm_campaign=Software Engineer,"Irvine, Ca.",MobilityWare,Summer,,"Gaming,Mobile",101-250,$25-$30 /hr,"1. Current student obtaining a degree in Bachelor of Science with a emphasis on computer science (or related) degree
2. Unity C# experience with 2D, UI, and/or Game Logic
3. Learning to build reliable, maintainable code
..."
Intern- Engineering & Technology (I2C),26-02-2025,https://jobright.ai/jobs/info/67bf6377462420158594276e?utm_source=1099&utm_campaign=Software Engineer,"48800 Milmont Drive, Fremont, CA, 94538, US",Coherent Corp.,,,"Aerospace,Industrial",10000+,$30.90-$46.10 /hr,"1. Currently pursuing a Bachelor's or Master's degree in Electrical Engineering, Computer Science, Embedded Systems, or a related field.
2. Strong understanding of I2C communication protocols and debugging techniques.
3. Proficiency in Python scripting for test automation and instrument control.
..."
"Intern, Enterprise Software Developer",26-02-2025,https://jobright.ai/jobs/info/67bf637746242015859427b3?utm_source=1099&utm_campaign=Software Engineer,"5100 Patrick Henry Drive, Santa Clara, CA, 95054, US",Coherent Corp.,,,"Aerospace,Industrial",10000+,$27-$40.10 /hr,"1. Currently pursuing a Bachelors or Master’s degree in computer science or related field.
2. Familiar with open source tools like API gateways, Schedulers, CI/CD, Log analysis, Reporting and dash boarding.
3. Experience and/or interest in some (not all) of the following: NodeJS, React Native, Angular JS, VueJS, MongoDB, MySQL, Postgres, Docker, Kubernetes, SQL, Java.
..."
2025 PhD Graduate - Ontologist,26-02-2025,https://jobright.ai/jobs/info/67bf6cf79d9231d04a544975?utm_source=1099&utm_campaign=Software Engineer,"Laurel, MD",The Johns Hopkins University Applied Physics Laboratory,2025,,"Education,Universities",5001-10000,$90K-$230K /yr,"1. Possess a PhD degree in a field related to Applied Ontology (e.g. Philosophy, Computer Science, Cognitive Science, Mathematics, Logic, or Linguistics)
2. Are proficient with Web Ontology Language (OWL2), Resource Description Framework Schema (RDFs), and Resource Description Framework (RDF)
3. Are proficient with SPARQL
..."
IT Asset Management Intern,26-02-2025,https://jobright.ai/jobs/info/67bf13b6fa05cad67f686616?utm_source=1099&utm_campaign=Software Engineer,"Fenton, MO",Maritz,2025-Summer,2025,"Market Research,Telecommunications",1001-5000,,"1. Currently pursuing a degree in Business Administration or Information Technology.
2. Strong attention to detail and organizational skills
3. Excellent communication and Interpersonal skills
..."
Quality Assurance Intern,25-02-2025,https://jobright.ai/jobs/info/67bf7cfd815e53da6a9957d0?utm_source=1099&utm_campaign=Software Engineer,"Dunbridge, OH","Principle Business Enterprises, Inc.",2025-Summer,,"Consumer Goods,Health Care",251-500,,"1. A rising junior or senior, working toward a Bachelor’s degree in a related field of study.
2. In good academic standing, with a GPA of at least 3.0.
3. Excellent communication skills, both written and verbal.
..."
Software Engineering Intern Summer 2025,25-02-2025,https://jobright.ai/jobs/info/67be5ccf991f3b689d9a4e1d?utm_source=1099&utm_campaign=Software Engineer,"Illinois, United States",Boston Bioprocess,2025-Summer,,"Biopharma,Biotechnology",Nov-50,$25-$30 /hr,"1. Final-year undergraduate or master's student in Computer Science or related field
2. Experience in full-stack development with Node.js, FastAPI, React, TailwindCSS, Plotly.js
3. Proficiency in databases: Postgre SQL, SQL, NoSQL
..."
Collegiate Internship - Application Development,25-02-2025,https://jobright.ai/jobs/info/67be53fe020e15024df9efdf?utm_source=1099&utm_campaign=Software Engineer,"Tampa, FL",Suncoast Credit Union,2025-June,2024 / 2025,"Banking,Financial Services",1001-5000,$20-$20 /hr,"1. Currently pursuing or recently obtained a bachelor’s degree in computer science, software engineering, or a related field
2. Open to current students or 2024/2025 graduates ONLY
3. Ability to work part-time or full-time onsite in Tampa, FL
..."
Frontend Software Engineering Intern,25-02-2025,https://jobright.ai/jobs/info/67be30fca3b8c007dfd0a4ce?utm_source=1099&utm_campaign=Software Engineer,US,Dapper Labs,,,"Blockchain,Collectibles",501-1000,,"1. Students in their last semester
2. Self-motivated fast learner
3. Solid computer science fundamentals
..."
InnoTech Summer Graduate Internship 2025 – Health Care Delivery – Enterprise Engineering,25-02-2025,https://jobright.ai/jobs/info/67be191af36025d5e9350532?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
RI - Woonsocket
AZ - Scottsdale
Hartford-Farmington Ave Atrium",CVS Health,2025-May,2025-December / 2026-August,"Health Care,Medical",10000+,$27.50-$27.50 /hr,"1. Meet Education Requirements (see Education section)
2. Demonstrated proficiency in .NET framework, .Net Core, C#, TypeScript, JavaScript
3. Database experience or knowledge with both SQL and NoSQL architectures
..."
Intern - Enterprise Solutions (Innovation),24-02-2025,https://jobright.ai/jobs/info/67bd7d4d313526debc4a7fb0?utm_source=1099&utm_campaign=Software Engineer,"Kansas City, MO",VML,2024-June,,"Advertising,Marketing",10000+,,"1. Junior, senior, or nontraditional students in college or recent graduates with coursework or experience in a related field
2. Ability to work as part of a team and independently while contributing to the success of the team
3. Highly motivated, organized, reliable, and detailed-oriented
..."
IT Software Development Co-Op - Spring 2026,24-02-2025,https://jobright.ai/jobs/info/67bd3955fdb3ff746c8dcac5?utm_source=1099&utm_campaign=Software Engineer,"60 Vista Dr, Versailles, OH, 45380, US",Midmark Corporation,2026-Spring,,"Health Care,Manufacturing",1001-5000,,"1. Enrollment in a 4-year accredited degree program is required, with a focus on obtaining a Bachelor’s degree in computer science, information systems or other related technical field.
2. Working knowledge of one or more programming languages (e.g., C#, Java, Python, .Net, etc.)
3. Experience with data storage and query services (e.g., SQL Server, MySQL, Oracle, Mongo DB, NoSQL, Cosmos DB, etc.)
..."
Software Development Engineer Intern (Summer 2025) ,24-02-2025,https://jobright.ai/jobs/info/67f827a1c437784ea3885157?utm_source=1099&utm_campaign=Software Engineer,"San Francisco, California, USA",Amazon,2025-Summer,2025,"Crowdsourcing,Delivery",10000+,$99500-$200000 /yr,"1. Pursuing a bachelor's degree or higher in Physics, Electrical Engineering, Mathematics, Computer Science or a related field, with a graduation conferral date after October 2025
2. Exposure to standard collaboration tools in software engineering (e.g. Github)
3. Experience writing software in an academic or laboratory research setting"
R&D Engineering Co-op,24-02-2025,https://jobright.ai/jobs/info/67bcfceabdd28c9aa10c07c1?utm_source=1099&utm_campaign=Software Engineer,Boston,Snyk,2025-July,,"Cyber Security,Security",1001-5000,,"1. Currently enrolled in a bachelors degree program
2. Able to take a semester off of classes to work full-time July-December 2025
3. Eagerness to learn new technologies and adapt to change
..."
WaveLogic Software Intern,24-02-2025,https://jobright.ai/jobs/info/67bcf3ad1df4a1dd45f814e7?utm_source=1099&utm_campaign=Software Engineer,Atlanta,Ciena,,,"Collaboration,Delivery",5001-10000,$26.50-$37.50 /hr,"1. Working towards completion of Bachelor’s degree in Electrical/Computer Engineering
2. C, C++ programming language experience
3. Good knowledge of embedded systems, device drivers, Linux Operating System knowledge, mutual exclusion, synchronization, interrupt handling, inter-process communication, etc.
..."
Software Engineer Intern,24-02-2025,https://jobright.ai/jobs/info/67bd06871233b3d5997f9908?utm_source=1099&utm_campaign=Software Engineer,"Buffalo, NY",CUBRC,,,"Health Care,Information Technology",51-100,$24-$35 /hr,"1. Minimum of 2-4 years’ experience in computer programming or computer programming experience through college courses
2. Ability to communicate professionally both verbally and in written form
3. Ability to comfortably communicate with accuracy to supervisor and project leads
..."
iOS Developer - Internship,24-02-2025,https://jobright.ai/jobs/info/67bd1c783aa22d4c1a40b4d5?utm_source=1099&utm_campaign=Software Engineer,"Chicago, IL","Digital Factory, Inc.",,,"Advertising,Banking",Nov-50,,"1. BS in Computer Science, Computer Engineering or equivalent work experience
2. At least 2 years of programming experience in Objective C and iOS Development
3. Substantial development experience with Swift and XCode
..."
Software Engineering Intern,24-02-2025,https://jobright.ai/jobs/info/67ad88dce49033116f84763a?utm_source=1099&utm_campaign=Software Engineer,SD Metro Area,Resmed,2025-Summer,2025,"Health Care,Health Diagnostics",5001-10000,$22-$41 /hr,"1. Ability to work full-time for 12 weeks during Summer 2025; program dates are May 19, 2025 – August 8, 2025 OR June 16, 2025 – September 5, 2025
2. Computer Science academic studies that will lead to a Bachelor's or Master's Degree (Computer Science, Software Engineering, or Electrical Engineering)
3. Experience with programming languages such as Java, Python, or C++"
Engineering Intern,24-02-2025,https://jobright.ai/jobs/info/67b8f20790567a1457f65d45?utm_source=1099&utm_campaign=Software Engineer,"Austin, Texas Metropolitan Area",Zonda,2025-June,,,501-1000,$20-$20 /hr,"1. Currently pursuing a Bachelor’s or Master’s degree in Computer Science, Software Engineering, or a related field.
2. Familiarity with web development technologies (e.g., JavaScript, React, Angular, or Vue.js).
3. Understanding of backend technologies (e.g., Node.js, Python, Java, or .NET).
..."
